PassengerId,Survived,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Embarked_C,Embarked_Q,Embarked_S
40,1,-1.221792751248245,-0.42207354059350805,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41,0,0.7782103170513037,-0.4576454924460446,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,-0.22179121709847055,-0.22559322262067316,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,1,-2.067947895528823,0.18876253192945994,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
45,1,-0.8371767765752547,-0.48977642625839407,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,0,0.057146075854228665,-0.3363340021468808,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,1,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,0,0.057146075854228665,-0.21191774308354583,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,0,-0.9140999715098528,-0.29002422161773944,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,0,-1.760255115790431,0.1506737441786005,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
52,0,-0.6833303867060587,-0.4913710934835715,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,1,1.470519071462686,0.8964967865378598,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,1,-0.06794482722927452,-0.12491978668775715,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,0,2.701290190416254,0.5995101505357573,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56,1,0.057146075854228665,0.06635974158478332,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,1,-0.6833303867060587,-0.43700743807979686,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,0,-0.10640642469657352,-0.5028639729296732,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59,1,-1.9141015056596271,-0.08968408411123653,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,0,-1.452562336052039,0.2958951755118318,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
61,0,-0.6064071917714606,-0.5028639729296732,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,1,0.6243639271821076,0.962353321387736,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
63,0,1.1628262917242937,1.0323213593611125,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64,0,-1.991024700594225,-0.08666388103324908,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
65,0,0.057146075854228665,-0.09027201697708476,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,1,0.057146075854228665,-0.3414522396297103,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67,1,-0.06794482722927452,-0.43700743807979686,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68,0,-0.8371767765752547,-0.4841568350646187,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,1,-0.9910231664444508,-0.4888542575852486,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
70,0,-0.2987144120330686,-0.47400492578514347,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,0,0.16282475757451956,-0.43700743807979686,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72,0,-1.0679463613790487,0.2958951755118318,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
73,0,-0.6833303867060587,0.8314778546749452,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,0,-0.2987144120330686,-0.3573908580066095,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
75,1,0.16282475757451956,0.48910360681684706,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
76,0,-0.3756376069676666,-0.494391296561559,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
79,1,-2.234871228536901,-0.06451572512800753,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80,1,0.008978367705323504,-0.397241430886295,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
81,0,-0.6064071917714606,-0.46720946885967163,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82,1,-0.06794482722927452,-0.45714212526638004,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
83,1,0.057146075854228665,-0.49162277707340374,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
84,0,-0.14486802216387254,0.29992211294914856,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,1,-0.9910231664444508,-0.43700743807979686,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
86,1,0.23974795250911757,-0.32928686163157667,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
87,0,-1.0679463613790487,0.04370821849987721,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
88,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
89,1,-0.5294839968368626,4.647001076532463,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
90,0,-0.4525608019022646,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91,0,-0.06794482722927452,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
92,0,-0.7602535816406567,-0.4902797934380587,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93,0,1.2397494866588918,0.5833178351003071,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,0,-0.2987144120330686,-0.23415046467497105,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95,0,2.239751020808666,-0.5024451714361923,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,0,3.162829360023842,0.0493298231623713,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98,1,-0.5294839968368626,0.6272778976347743,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
99,1,0.3166711474437156,-0.18532384824750675,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100,0,0.3166711474437156,-0.12491978668775715,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
101,0,-0.14486802216387254,-0.4894421904510968,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102,0,0.057146075854228665,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,0,-0.6833303867060587,0.907737982394129,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
104,0,0.23974795250911757,-0.4741720436887921,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
105,0,0.5474407322475097,-0.4888542575852486,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
106,0,-0.14486802216387254,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
107,1,-0.6833303867060587,-0.494391296561559,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
108,1,0.057146075854228665,-0.4918744606632361,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
109,0,0.6243639271821076,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
110,1,0.057146075854228665,-0.1621689579829361,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111,0,1.31667268159349,0.39858208016340624,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
112,0,-1.1833311537809459,-0.3573908580066095,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
113,0,-0.6064071917714606,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,0,-0.7602535816406567,-0.4505983519307405,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
115,0,-0.9910231664444508,-0.3573083057891445,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
116,0,-0.6833303867060587,-0.4888542575852486,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
117,0,3.124367762556543,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
118,0,-0.06794482722927452,-0.22559322262067316,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
119,0,-0.4525608019022646,4.335332226633905,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
120,0,-2.144871090463421,-0.01870931177853076,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
121,0,-0.6833303867060587,0.8314778546749452,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
122,0,0.057146075854228665,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
123,0,0.20128635504181855,-0.04295550208861426,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
124,1,0.20128635504181855,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
125,0,1.855135046135676,0.907737982394129,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126,1,-1.375639141117441,-0.42207354059350805,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
127,0,0.057146075854228665,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
128,1,-0.4525608019022646,-0.5046257580584992,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
129,1,0.057146075854228665,-0.19824427701513722,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
130,0,1.1628262917242937,-0.5079822104125026,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131,0,0.23974795250911757,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
132,0,-0.7602535816406567,-0.5064721088735089,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
133,0,1.31667268159349,-0.35646868933346404,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
134,1,-0.06794482722927452,-0.12491978668775715,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
135,0,-0.3756376069676666,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
136,0,-0.5294839968368626,-0.3454791770670269,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
137,1,-0.8371767765752547,-0.11921562980779811,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
138,0,0.5474407322475097,0.4207302360686478,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
139,0,-1.0679463613790487,-0.4628462821463391,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
140,0,-0.4525608019022646,0.9462455716384695,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
141,0,0.057146075854228665,-0.3414522396297103,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
142,1,-0.6064071917714606,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
143,1,-0.4525608019022646,-0.32928686163157667,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
144,0,-0.8371767765752547,-0.5125125150294839,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
145,0,-0.9140999715098528,-0.41687275089321363,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
146,0,-0.8371767765752547,0.09152810056801232,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
147,1,-0.22179121709847055,-0.49145565916975514,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
148,0,-1.606408725921235,0.04370821849987721,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
149,0,0.5089791347802106,-0.12491978668775715,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,0,0.9320567069204998,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
151,0,1.6243654613318819,-0.39623469652696586,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
152,1,-0.6064071917714606,0.6925485130875209,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
153,0,1.970519838537573,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
154,0,0.8166719145186028,-0.35646868933346404,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
155,0,0.057146075854228665,-0.5011867534870308,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
156,0,1.6243654613318819,0.5874293382238074,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
157,1,-1.0679463613790487,-0.49271407711891657,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
158,0,0.008978367705323504,-0.4863374216869257,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
159,0,0.057146075854228665,-0.47400492578514347,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
160,0,0.057146075854228665,0.7519458402879414,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
161,0,1.0859030967896959,-0.32425318983493084,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
162,1,0.7782103170513037,-0.331300330350235,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
163,0,-0.2987144120330686,-0.4918744606632361,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
164,0,-0.9910231664444508,-0.47400492578514347,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
165,0,-2.221794285398019,0.1506737441786005,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
166,1,-1.606408725921235,-0.2351571990343002,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
167,1,0.057146075854228665,0.4589861417231558,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
168,0,1.1628262917242937,-0.08666388103324908,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
169,0,0.057146075854228665,-0.12642988822675086,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170,0,-0.14486802216387254,0.48910360681684706,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
171,0,2.393597410677862,0.026090367211616904,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
172,0,-1.991024700594225,-0.06199888922968463,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
173,1,-2.221794285398019,-0.4242561406845337,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
174,0,-0.6833303867060587,-0.4888542575852486,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,0,2.008981436004872,-0.030371322596999754,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
176,0,-0.9140999715098528,-0.4902797934380587,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
177,0,0.057146075854228665,-0.13565761536436197,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
178,0,1.547442266397284,-0.07030444769415023,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
179,0,0.008978367705323504,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
180,0,0.4705175373129116,-0.6484216535389205,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
181,0,0.057146075854228665,0.7519458402879414,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
182,0,0.057146075854228665,-0.34539461138084326,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
183,0,-1.606408725921235,-0.016444159470040135,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
184,1,-2.221794285398019,0.13683114673782454,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
185,1,-1.991024700594225,-0.20495516825442542,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
186,0,0.057146075854228665,0.3583127057902398,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
187,1,0.057146075854228665,-0.3363340021468808,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
188,1,1.1628262917242937,-0.11384570873513637,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
189,0,0.7782103170513037,-0.3363340021468808,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
190,0,0.4705175373129116,-0.4894421904510968,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
191,1,0.16282475757451956,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,0,-0.8371767765752547,-0.3866707201133388,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
193,1,-0.8371767765752547,-0.4902797934380587,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
194,1,-2.067947895528823,-0.12491978668775715,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
195,1,1.0859030967896959,-0.09027201697708476,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
196,1,2.1628278258740683,2.301728820789,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
197,0,0.057146075854228665,-0.49237782784290063,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
198,0,0.9320567069204998,-0.47920571548543794,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
199,1,0.057146075854228665,-0.49237782784290063,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
200,0,-0.4525608019022646,-0.3866707201133388,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
201,0,-0.14486802216387254,-0.45714212526638004,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
202,0,0.057146075854228665,0.7519458402879414,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
203,0,0.3166711474437156,-0.5176307525123133,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
204,0,1.2012878891915928,-0.5029485386158568,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
